"DEWP","TEMP","Iws"
-26,0,4.92
-19,6,16.09
17,18,0.89
9,21,11.18
-1,5,1.79
11,23,1.78
-4,5,51.87
-3,-1,1.78
19,32,3.57
15,19,38.9
6,25,0.89
22,23,4.02
13,23,8.05
-4,-1,304.15
-18,-6,1.34
-19,-7,24.16
-12,-3,1.79
-1,14,8.5
-2,21,77.34
22,26,0.89
-5,0,3.13
19,20,3.12
7,15,33.09
-19,18,33.08
-6,-4,61.27
15,31,3.13
-15,1,33.97
-7,4,5.37
-16,0,2.68
18,29,3.13
10,36,3.13
-20,-8,0.89
-18,-3,85.39
12,19,0.89
23,24,39.78
-5,5,0.45
16,27,1.79
-18,-15,1.34
12,17,83.14
16,19,1.79
-4,-3,3.12
-17,-4,4.92
-12,12,22.8
17,28,3.13
10,10,0.89
22,27,20.57
-14,-1,0.89
-10,10,16.54
8,16,15.65
-22,-3,32.19
-23,-2,47.39
19,31,6.26
-25,-8,13.86
25,25,1.79
18,19,7.15
-7,-2,25.05
-9,3,2.67
25,26,1.79
-22,-2,34.87
-8,9,7.15
-1,13,9.84
-17,-4,80.9
-19,10,34.43
19,29,2.68
-10,10,28.16
0,24,1.79
18,20,115.79
-3,-3,0.89
9,15,8.94
14,26,9.39
25,27,14.76
-1,20,8.94
-10,-6,14.76
16,20,4.02
11,15,0.89
15,19,1.79
-7,-1,52.75
19,21,1.79
0,1,16.99
-4,21,22.8
-5,-1,46.06
9,28,15.2
-6,-5,1.79
15,22,0.89
-4,12,38.89
-9,-7,0.45
4,31,1.79
4,19,25.92
0,16,0.89
17,23,1.78
-3,-2,1.78
15,29,3.13
16,25,4.02
20,21,2.67
4,8,0.89
-7,-2,7.6
-12,9,24.14
-3,-1,0.89
16,21,1.78
-22,-2,58.1
-24,-9,130.07
17,28,4.92
5,8,3.57
-10,20,10.28
-19,2,73.31
-8,-5,1.79
22,29,1.79
13,28,28.16
-25,-12,21
24,32,9.84
7,18,64.39
24,26,2.67
-6,-5,0.89
-8,16,21
-6,-2,8.94
-13,-6,1.79
3,7,1.79
-5,19,4.92
-4,-1,7.6
18,25,4.92
18,28,3.13
-4,20,2.68
-1,6,0.89
-21,-5,3.13
-14,-11,1.78
-23,-9,0.89
11,16,13.41
10,23,8.94
-7,18,3.13
1,7,4.02
2,3,128.31
-6,-1,136.3
18,20,0.89
0,23,237.81
15,24,21
2,5,1.34
4,8,0.89
22,25,3.13
20,21,0.45
16,26,6.26
16,23,8.05
-9,8,14.3
-18,5,261.04
-20,-1,103.25
-3,16,6.71
-10,-6,1.79
18,31,6.26
-22,0,16.99
10,10,10.73
-3,19,4.92
13,27,1.79
-18,2,84.46
11,27,4.92
-17,9,25.48
4,7,1.79
19,20,4.45
26,28,0.89
-19,-3,0.89
-8,8,138.58
26,28,1.78
22,37,12.06
11,30,1.79
-18,-4,1.79
17,23,14.75
9,12,2.67
18,24,33.52
13,25,0.89
-7,-5,1.78
12,18,0.89
-4,14,1.79
-22,-10,21.91
15,24,3.58
-9,13,3.13
19,21,1.79
-7,21,8.05
-10,-6,1.78
-14,-7,1.79
-15,-6,0.89
0,5,25.48
22,25,0.89
11,12,0.89
19,20,3.13
27,33,11.18
-1,22,3.13
-11,9,3.58
-11,18,160.02
2,8,1.79
7,17,3.13
12,33,22.35
21,23,1.78
19,23,30.85
8,37,23.69
13,19,0.89
7,15,3.58
-20,0,0.89
-21,-9,0.45
5,16,16.99
-10,4,4.45
21,28,1.79
-16,-8,1.79
-22,10,251.23
-7,8,4.47
22,33,8.94
16,28,3.13
15,21,0.89
22,26,3.13
24,31,1.79
5,11,0.89
-9,2,26.38
-1,21,9.39
-6,10,25.48
23,27,8.5
7,17,10.28
-9,17,3.58
20,23,1.79
-8,19,6.26
6,12,1.34
20,21,0.89
-15,-6,2.68
-5,25,185.93
13,15,4.47
16,29,3.58
11,22,45.14
-17,1,113.1
-7,11,13.86
1,4,1.78
24,27,10.29
-9,-3,3.58
6,9,0.89
19,21,1.79
-3,16,107.29
-12,9,3.58
23,30,1.79
4,12,3.13
16,24,0.89
-9,2,0.89
-5,-4,0.89
15,16,1.79
-25,2,110.85
-22,1,7.15
-4,5,12.53
21,22,0.89
7,13,1.78
10,13,5.36
9,11,12.97
-23,-4,3.13
-17,-3,4.92
-1,16,59.02
-7,-1,0.89
8,10,22.35
21,26,3.13
16,21,2.67
-3,15,17.88
0,7,37.55
-10,-2,0.89
20,20,36.66
-3,0,5.37
19,27,3.58
10,31,19.21
-5,1,0.89
-3,21,33.08
-22,-2,359.43
13,20,11.63
-11,22,131.41
1,3,3.13
-11,7,247.21
-22,-3,312.9
-14,1,4.92
-18,-8,2.67
18,20,0.89
20,22,3.13
7,11,3.57
16,22,1.79
-9,31,111.3
20,22,0.89
15,24,0.89
-19,-3,1.79
26,31,51.42
17,23,32.65
-16,-13,23.26
-3,16,28.17
-7,14,4.92
-14,-7,20.57
-6,5,0.89
17,29,11.18
12,21,0.89
12,15,5.37
-22,4,43.36
-21,-7,76.89
24,28,5.37
-11,-9,0.89
23,29,2.67
3,7,2.68
17,17,0.89
-8,13,13.85
7,16,36.65
22,25,3.57
-6,-1,2.67
-19,-3,45.16
11,11,1.79
-13,17,8.04
-26,-5,129.18
12,36,42.46
-20,8,4.02
12,16,1.79
-20,-4,6.26
21,31,1.79
22,31,11.18
15,30,25.03
-15,8,2.68
1,15,6.26
8,19,1.79
-2,5,93.88
14,17,1.79
12,16,58.11
8,9,3.58
-21,4,3.58
-2,15,0.89
-18,1,3.12
-5,1,5.36
-10,-5,1.78
-8,7,1.79
17,18,0.89
10,27,3.13
-7,6,0.9
1,6,1.34
22,34,24.59
-8,11,98.8
-23,-6,15.2
17,22,3.56
-28,-12,163.18
-7,-1,0.89
3,12,12.07
26,29,26.84
-11,11,1.79
22,23,3.58
12,15,8.94
-12,2,125.15
-9,20,4.02
11,15,0.89
-7,21,12.52
-26,-15,33.52
-9,-3,35.31
-1,0,29.96
5,9,11.62
-1,17,51.42
4,15,6.71
-15,6,0.89
-11,-4,30.4
23,23,55.88
-19,-4,64.81
-5,3,1.79
14,32,11.18
-22,0,12.07
-4,2,1.79
-12,11,1.79
-10,6,59.01
-7,16,25.48
-17,5,31.74
-8,0,0.89
23,28,5.81
-13,-5,0.89
-1,23,101.48
1,8,4.92
-20,0,54.55
-15,3,46.49
-19,5,4.92
11,12,7.15
-8,21,44.24
-9,18,1.79
24,31,3.58
-11,7,3.56
19,25,0.89
1,27,12.07
12,24,1.78
8,20,10.73
2,22,4.92
-23,-8,192.67
-19,-3,107.73
22,29,1.79
-8,25,35.76
-7,-4,17.43
5,34,48.73
13,30,2.68
-10,-2,31.29
13,15,0.45
3,10,16.99
13,16,8.93
-23,12,8.05
-13,9,124.74
1,8,1.79
20,33,133.2
5,16,9.83
3,15,13.85
-8,0,186.01
0,9,14.31
25,26,0.89
16,33,5.36
2,8,2.67
-22,-3,7.15
4,21,15.2
22,24,23.25
-22,-3,130.53
12,18,1.79
21,22,1.79
-9,-3,6.71
-9,6,35.31
20,21,3.58
4,22,29.04
3,7,0.89
-13,7,13.86
11,22,35.3
-17,4,21.46
5,12,0.89
-8,0,2.67
19,21,1.79
20,27,41.13
4,6,1.79
18,23,4.02
1,2,2.23
10,33,6.26
4,22,21.01
14,16,0.89
-13,15,4.02
17,18,0.89
-1,10,16.54
15,30,4.92
11,15,0.89
-8,8,144.84
-22,-7,4.02
0,2,0.89
-20,0,43.38
-15,6,9.39
5,22,12.52
-18,8,4.92
3,9,38
1,7,4.92
24,27,1.79
16,22,11.18
-12,-5,4.92
18,22,1.79
19,22,13.41
-1,2,0.89
-11,-8,0.89
9,16,3.13
-2,1,1.79
24,25,3.58
16,21,25.93
-10,6,4.02
-25,-8,9.83
-14,1,3.13
7,18,1.79
9,11,13.41
-4,-1,1.79
-23,-3,130.99
12,16,1.78
-7,-1,20.11
-9,0,0.89
15,23,4.02
14,32,3.13
-25,-11,4.02
-5,11,0.89
-8,-6,18.33
-14,6,205.62
-8,5,10.73
13,24,4.92
-4,24,64.82
-12,8,36.21
17,27,1.79
-5,14,39.35
18,21,1.79
22,23,0.89
20,25,1.79
0,13,4.92
16,27,12.07
8,22,18.33
17,19,1.79
9,10,18.33
-12,17,255.69
-7,8,16.99
5,16,84.93
22,23,0.89
22,24,61.23
4,9,0.89
11,28,1.79
18,19,0.89
-13,-2,1.79
8,12,0.89
9,10,8.05
-21,6,52.74
4,23,4.02
-22,4,40.68
18,18,1.79
9,32,22.35
-19,-1,3.13
-13,-8,1.79
-19,-6,165.4
14,19,2.67
-18,1,45.59
17,22,1.79
-19,12,43.36
10,30,3.13
-18,-2,10.73
-10,-2,19.67
20,27,25.03
-7,-2,46.5
9,26,1.79
-22,-5,0.89
-17,-7,17.89
-21,-1,25.03
-27,-13,4.92
-17,2,433.14
-15,4,37.11
-23,2,0.89
-19,1,123.84
-15,13,316.49
20,26,6.26
2,3,0.89
-12,1,307.97
20,25,30.85
16,19,1.79
-9,3,5.36
-16,-9,4.92
-11,-8,0.89
-22,1,0.89
-2,3,1.78
5,22,6.71
20,29,6.71
4,6,4.92
-18,-5,0.89
8,15,11.17
-21,-5,3.13
-25,-15,3.13
-13,-6,3.58
-18,-5,205.63
-1,14,40.22
-3,-2,4.47
15,21,2.68
-18,3,0.89
25,27,16.09
14,30,16.1
-7,-6,12.07
-6,-5,0.89
14,15,1.34
7,27,33.08
-19,-9,3.57
-4,-1,6.71
18,23,1.79
14,31,1.79
24,30,4.92
-23,-8,1.78
-15,-8,0.45
-16,-5,3.13
8,14,1.79
-22,-3,5.81
11,19,4.02
-6,8,79.55
13,17,1.79
-10,-6,5.79
6,22,17.43
1,5,2.68
-14,6,1.79
-18,10,1.79
7,15,2.23
-7,-5,4.46
21,31,1.79
7,16,11.17
3,7,1.78
0,0,0.45
15,31,14.3
-7,-1,19.23
15,31,3.13
-1,10,8.5
-12,-10,1.79
-12,3,1.78
19,24,22.81
16,17,0.89
-15,-4,1.79
8,14,3.58
10,21,11.62
-19,2,57.68
-21,7,162.73
-16,0,5.81
11,12,2.67
-9,9,11.63
22,23,3.58
-12,10,10.28
-6,7,1.78
15,17,1.78
8,34,3.13
19,22,17.88
-10,5,63.48
-13,4,1.79
13,17,9.84
-10,5,3.13
3,9,8.05
13,35,26.38
11,32,3.13
18,31,0.89
5,28,21.45
20,21,1.79
4,6,0.89
18,20,0.89
-16,-4,44.26
21,26,22.36
-5,1,0.89
9,15,80
-19,-8,8.05
-20,8,7.15
12,25,19.22
-14,18,6.26
17,25,11.63
22,25,28.16
11,21,31.28
16,17,1.79
-12,-4,1.79
17,28,17.44
14,17,13.86
22,23,0.89
21,23,5.37
10,12,4.02
12,25,0.89
-9,17,12.07
18,26,1.79
1,1,1.78
-16,-3,6.71
-10,-8,0.89
-9,-3,1.79
2,7,0.45
-20,8,209.23
-12,3,136.36
-5,0,4.91
-18,1,12.96
-27,-13,20.57
22,26,46.03
23,26,23.71
15,23,0.89
2,10,6.7
-21,-12,171.18
-26,-8,19.21
2,11,28.18
23,23,7.15
-12,10,12.07
-22,-5,269.12
-19,6,271.34
-5,13,20.57
12,26,11.18
-8,-3,0.89
-5,-4,71.98
-5,-1,25.5
21,25,3.13
19,26,33.09
-7,4,13.42
10,13,0.89
20,27,11.63
15,21,11.17
14,34,3.13
2,25,22.81
-4,2,46.95
20,30,16.99
-12,-2,19.23
7,9,0.89
23,24,3.58
22,27,38.01
-9,25,9.39
2,19,19.67
-2,6,3.13
21,22,1.79
6,18,4.02
-14,-3,1.79
-3,13,27.27
-5,4,7.6
-5,1,18.78
-22,-2,44.69
-1,0,1.78
-1,28,80.48
16,18,0.89
20,29,5.37
19,22,17.44
14,19,2.67
10,14,13.87
24,28,41.57
-5,0,2.68
21,24,55.9
-2,6,1.78
-9,17,81.81
-7,6,25.48
-11,4,0.89
-15,-2,24.6
-9,7,3.13
-21,-8,3.58
-9,1,4.46
-13,-3,0.89
-5,7,0.89
16,18,0.45
12,37,38.44
-6,15,1.78
2,3,0.89
-10,1,15.63
13,16,0.89
-15,3,101.45
-4,18,247.22
22,31,29.51
-12,-3,12.08
22,23,3.58
11,20,6.26
9,21,4.02
10,32,14.3
21,22,0.89
-10,12,6.26
15,19,1.78
-5,18,38.45
23,25,2.68
-14,0,1.79
-18,-5,8.94
-12,2,0.89
1,8,49.62
11,18,174.79
24,27,16.98
16,25,28.17
-22,-11,16.98
12,18,90.75
-23,-9,94.76
24,28,2.67
-2,-1,4.47
-18,-10,6.26
10,27,10.73
11,30,11.18
-1,4,4.02
1,8,3.57
23,27,9.84
12,23,32.2
10,30,4.92
-7,11,99.71
-8,-2,3.56
14,18,0.89
-5,-1,59.89
-11,4,1.79
11,22,4.92
-8,5,1.78
-3,10,6.71
19,29,8.04
0,24,12.07
14,24,3.58
17,20,0.89
22,27,1.79
-16,-6,26.37
1,5,4.02
9,16,14.75
12,32,4.02
21,25,0.89
9,29,45.16
-12,1,6.71
-6,-2,29.95
-17,-2,3.13
13,15,3.13
-24,3,20.56
-6,-2,8.5
13,37,3.13
5,27,35.31
-12,-4,8.04
-2,8,3.13
22,27,44.7
15,33,10.28
11,13,1.79
0,9,7.15
1,29,9.83
21,27,41.12
0,27,89.85
19,25,17.44
17,20,1.79
-6,1,0.89
14,16,1.78
-5,5,10.28
6,14,0.89
-4,0,47.83
22,24,0.89
11,14,2.23
7,19,78.21
24,25,0.89
15,17,13.86
-6,2,0.89
21,21,4.02
24,30,19.22
5,21,0.89
-5,4,1.79
22,26,3.58
-21,-2,135.88
-15,1,12.96
-17,-13,2.67
-2,33,47.83
-1,22,16.54
-23,-10,63.93
15,17,2.67
19,22,9.83
4,17,4.46
2,18,1.79
11,20,3.13
2,6,90.75
17,27,4.46
2,4,3.13
11,14,0.89
-18,9,1.79
-9,10,7.14
20,35,1.79
-3,-2,1.79
-7,-1,3.58
21,22,29.52
21,25,1.79
23,26,23.69
-8,20,9.39
6,19,15.19
15,17,0.89
18,23,0.89
2,6,4.46
15,19,1.78
5,12,10.73
-12,10,3.13
0,16,3.13
20,24,2.23
-22,-5,4.02
18,20,3.13
3,15,21.89
17,20,1.78
-24,-13,3.58
-5,16,61.68
20,28,17.43
13,32,16.54
3,13,9.84
20,22,1.79
20,31,1.79
5,10,7.15
-6,-3,5.37
17,24,29.95
0,22,25.03
16,38,13.41
-18,-4,182.84
20,32,1.79
-26,-4,16.98
-19,3,3.13
12,22,0.89
-15,-7,3.58
-6,1,0.89
-11,-5,0.89
-22,3,2.68
0,3,5.37
12,26,34.42
-5,-4,13.86
21,28,37.54
-10,1,1.79
5,12,1.79
6,17,1.78
23,26,25.93
12,12,1.79
-7,-4,0.89
7,14,58.74
20,24,3.13
3,19,0.89
-21,-5,0.45
-15,4,22.8
-13,2,153.78
18,25,0.89
11,20,0.89
9,16,0.89
22,23,3.13
23,27,36.2
16,17,41.12
23,25,4.92
16,27,29.5
2,4,0.89
-14,-4,37.1
-2,-2,8.05
18,23,4.02
8,11,1.79
5,7,1.79
22,27,31.28
-20,-6,146.62
1,14,6.7
17,23,0.89
11,30,20.56
12,12,0.45
13,23,3.56
-5,0,16.11
-22,-3,328.1
18,30,0.89
6,10,1.79
-5,5,0.89
-24,-10,26.82
19,20,4.92
-27,-9,139.01
-14,-7,0.45
-28,-12,375.07
-4,-3,1.79
-7,-3,1.34
-5,13,36.65
-12,-1,1.79
6,8,0.89
-21,-9,7.15
17,23,29.06
7,23,29.95
-8,17,8.94
21,22,2.23
-6,3,1.34
13,24,75.55
6,7,1.79
-23,-6,1.79
-3,1,24.14
15,26,18.33
20,22,1.34
12,23,1.79
-9,10,6.26
25,27,0.89
-5,-4,12.08
-2,9,113.94
-23,-8,27.27
9,15,0.89
-17,-4,10.28
-15,-9,1.79
4,24,12.96
15,30,18.32
23,23,2.68
-20,4,4.02
-16,7,1.78
-4,-3,0.89
21,23,0.89
-5,3,1.78
15,23,0.89
18,30,3.13
13,26,25.03
-11,-6,0.89
3,3,0.89
7,25,3.58
14,16,4.92
7,24,1.78
23,26,6.26
13,14,1.79
-2,2,101.94
12,24,4.92
9,18,19.22
4,20,7.6
-21,0,27.72
-8,20,17.88
19,20,0.89
-2,-1,1.79
7,15,9.84
-10,19,12.07
21,23,1.79
-15,4,12.07
18,32,12.06
13,15,3.13
-4,0,17.89
16,18,16.09
-18,11,128.72
16,27,6.26
-3,3,7.15
-5,7,1.79
4,24,4.92
-13,-11,0.89
19,22,0.89
-20,1,129.64
18,32,2.68
-23,-12,24.14
11,14,2.23
-10,3,0.89
-6,6,108.64
24,27,19.67
-21,-3,4.92
22,25,6.26
-11,-2,1.79
17,29,4.02
14,32,1.79
23,25,1.78
3,9,1.78
15,17,0.89
-14,15,4.92
-16,-6,1.79
0,2,2.67
20,34,8.94
-5,31,1.79
21,21,0.89
6,24,9.83
18,21,1.79
-3,24,4.02
20,29,26.82
-14,4,162.27
4,25,10.28
-15,7,3.58
-17,6,151.98
15,17,27.27
4,8,14.76
-15,2,0.89
-11,5,3.13
-16,2,13.86
-15,-10,5.81
10,15,1.79
-31,2,91.17
19,30,26.82
15,23,4.92
19,24,12.96
-2,1,1.79
-14,3,15.19
13,19,14.31
6,9,3.13
-21,-2,4.02
-6,-5,61.69
-2,8,27.72
-19,-11,3.58
17,19,1.79
-2,15,9.84
23,31,40.7
17,23,34.42
4,13,26.81
-8,20,95.22
-16,12,20.57
13,12,0.89
24,27,3.58
-22,5,3.57
10,15,6.71
-13,2,1.79
-21,-3,4.02
19,24,3.13
22,27,10.29
12,12,1.78
4,8,1.34
-5,0,75.11
7,10,1.79
3,16,15.65
-4,-2,0.89
17,25,3.13
9,31,5.37
-18,-5,2.67
-39,2,96.13
-22,-5,143.03
-4,-3,4.92
15,28,7.15
-6,9,9.39
-11,10,7.15
10,13,0.45
11,29,29.51
-1,4,4.92
-7,-6,10.73
-16,-5,4.92
24,25,27.28
-16,5,43.8
-22,-3,216.34
3,14,3.13
2,4,14.76
19,25,37.99
21,29,19.23
11,33,3.58
-5,9,42.91
-16,15,7.15
-22,1,3.13
19,20,5.81
10,11,0.89
6,6,2.23
-12,7,181.95
-24,5,89.86
-7,1,1.79
8,18,0.89
8,11,1.78
15,21,10.73
19,22,0.89
-14,-5,1.78
17,31,3.13
21,31,12.07
21,29,13.42
23,25,4.47
-11,4,4.92
10,16,0.89
-4,-2,4.9
22,27,37.55
15,31,0.89
-14,3,2.68
18,19,3.13
22,24,84.06
11,25,4.02
-6,21,168.97
14,22,44.26
-5,10,1.79
-9,-5,1.34
7,23,3.13
-6,5,3.57
14,17,4.02
4,10,0.89
-11,10,27.71
-10,10,129.62
4,25,23.69
15,20,0.45
-13,6,37.98
24,25,1.79
17,21,21.02
2,4,3.13
-17,-5,0.89
5,26,4.02
-10,15,1.79
19,32,3.13
6,8,2.68
13,28,3.13
8,13,74.2
22,29,11.63
8,14,1.79
-1,0,0.89
7,27,3.13
17,30,6.71
-23,-6,89.84
22,32,8.04
-15,-7,2.67
-17,0,12.06
-12,-6,0.89
18,25,26.82
23,25,0.89
-5,-1,36.68
18,26,25.94
-2,9,94.28
19,21,48.72
8,9,1.79
14,25,3.13
-11,-1,3.56
18,21,0.89
8,13,4.47
-16,0,5.37
25,32,18.34
-24,0,37.55
17,21,4.92
-2,-1,1.79
-32,-5,25.48
-15,-6,0.89
2,5,7.15
6,8,0.89
17,19,8.5
17,27,4.92
-23,-6,3.13
-4,4,14.31
10,14,3.13
19,22,3.57
-23,-9,256.13
19,25,4.02
-14,9,67.05
-2,21,1.79
19,28,35.3
-18,-5,89.41
0,5,0.89
6,13,1.78
-9,5,25.48
24,27,3.58
7,26,1.79
14,27,12.07
-17,-12,3.58
21,22,1.79
0,18,8.05
-5,12,9.83
16,35,6.71
-6,-1,0.89
-12,7,32.65
-11,-4,6.26
-3,-1,0.89
-1,18,110.41
-5,12,6.71
-23,-12,150.2
6,11,37.38
3,10,0.89
15,22,8.94
-6,18,3.13
22,26,4.92
19,22,1.79
-12,-11,1.79
1,5,0.89
-8,-4,13.42
-18,-1,159.59
-4,-3,15.21
12,12,48.27
-20,-5,355.36
14,24,20.12
-22,-9,5.37
5,20,37.54
22,27,3.56
22,32,13.86
-26,4,9.84
18,25,1.79
21,33,0.89
-7,-1,4.02
3,12,42.91
20,21,1.79
3,5,0.89
7,34,3.13
-31,-4,12.52
4,7,5.37
-15,-3,3.13
-6,0,4.92
20,22,1.79
-3,-2,10.29
24,26,0.89
22,23,0.89
-5,-2,4.92
-8,22,20.56
-2,4,4.02
7,11,1.34
13,17,22.35
22,28,16.99
-25,-7,58.11
-7,17,29.5
2,13,5.81
21,23,3.13
4,12,2.67
-12,-2,1.79
21,26,23.25
16,29,48.74
-17,-2,129.64
15,23,1.79
22,24,0.89
18,24,21.9
3,9,4.01
-5,1,8.5
-20,-7,0.89
1,12,100.14
10,25,2.67
-21,-4,103.27
-10,1,1.79
17,18,39.76
-20,-7,21.01
18,26,50.52
11,13,0.89
18,22,59.45
-14,-3,9.84
-6,2,1.78
21,31,6.71
-11,4,106.38
23,32,6.26
-1,4,2.67
9,27,14.75
16,25,3.56
5,22,22.81
17,25,25.03
-10,-4,39.81
-26,4,33.97
6,19,139.03
8,22,165.86
8,21,4.02
-15,3,1.79
-13,-1,11.62
6,12,0.89
-15,6,3.13
-13,-5,0.89
-15,-5,12.07
-18,8,0.89
-3,1,1.78
21,28,20.57
17,20,38.45
19,29,43.37
19,21,0.89
-14,7,25.93
5,24,50.06
-13,14,138.13
-13,-12,1.79
-2,8,0.89
-18,8,1.79
-5,19,21
6,14,98.36
-3,27,27.27
14,17,5.81
15,28,42.46
5,22,6.26
-3,2,1.79
-13,14,3.13
-3,1,0.89
3,14,5.81
3,6,2.67
19,27,1.79
7,23,8.05
3,30,8.94
16,17,1.79
22,29,20.13
21,25,2.67
-1,28,12.52
15,22,1.79
15,24,5.37
-22,-10,16.09
-16,9,3.13
22,22,1.78
-16,11,151.54
19,24,3.58
14,19,7.15
9,20,5.81
2,14,41.58
-6,11,10.73
-4,3,11.18
19,23,0.89
-12,-2,29.5
20,31,12.07
8,28,12.07
12,16,35.77
7,15,5.37
12,24,20.56
24,28,1.79
-5,5,1.79
-4,-2,1.79
15,17,1.79
-7,15,4.02
15,20,1.79
19,31,12.52
18,21,0.89
-4,-1,0.89
20,25,41.13
-17,-1,7.15
20,31,13.86
1,7,1.79
-14,3,7.15
19,21,5.81
3,8,0.45
-12,-10,0.89
11,29,19.21
-5,1,1.79
8,12,3.58
21,23,17.88
-9,31,4.92
20,29,1.79
23,26,16.1
-1,0,1.79
24,25,28.61
-13,18,45.15
-1,7,1.78
5,19,16.98
-6,3,1.79
2,8,1.79
-11,2,33.52
22,24,3.58
-7,14,7.15
-17,15,3.13
26,28,1.78
16,20,20.12
-11,-2,2.68
-12,10,91.19
19,20,5.81
-13,8,3.13
19,26,1.79
-11,3,12.08
-16,14,87.18
16,20,1.79
0,10,1.79
-18,2,4.9
-11,11,2.23
-5,8,1.34
-18,-6,0.89
19,21,1.79
0,29,3.58
-8,-4,0.89
20,28,5.37
-12,-7,0.89
-24,-6,172.09
17,20,0.89
-1,7,0.89
19,20,45.15
-1,10,18.33
-5,-2,1.78
12,14,0.89
-16,-8,12.52
-8,-4,26.82
8,22,185.53
8,11,1.78
-3,18,12.97
-1,7,4.02
8,22,4.92
23,24,3.58
-7,16,31.74
4,20,1.79
-6,-2,0.89
10,17,1.34
-14,-2,0.89
-5,6,50.07
21,23,2.68
-8,2,3.57
-22,-3,60.35
13,16,0.89
7,12,3.56
-6,-3,0.89
4,22,4.02
-22,-12,24.13
16,29,11.18
14,19,0.89
0,6,9.84
-11,-2,11.17
18,26,0.89
7,14,45.14
17,29,15.2
-2,26,18.77
10,19,23.69
22,25,32.19
0,1,2.68
-19,-11,4.02
-3,-2,0.89
0,17,25.47
-9,10,18.77
-17,-9,3.58
15,18,12.07
-20,1,12.52
-9,-1,2.68
10,14,8.05
20,28,1.79
16,31,52.31
2,5,0.89
10,16,6.71
-2,23,11.17
12,27,58.11
-13,-1,93.88
16,23,4.92
19,32,52.74
-11,-5,0.89
19,22,0.89
16,33,4.92
-17,-2,1.79
2,10,4.02
-8,-1,1.79
-5,-2,0.45
21,26,1.79
-18,-7,16.09
-16,8,3.13
-7,-6,33.09
8,16,108.18
7,12,0.89
20,21,2.67
26,30,3.13
-18,-15,0.45
-7,-4,0.89
-19,-5,1.79
-18,11,142.6
-7,12,3.13
6,11,1.79
0,3,2.23
-12,14,21.45
1,4,61.25
13,20,0.89
17,26,10.73
-8,10,1.79
19,20,7.15
23,27,28.62
2,14,44.7
-18,2,1.79
18,22,1.78
-19,-10,1.79
18,19,3.13
21,30,6.26
-2,3,3.13
24,25,46.48
16,17,15.64
0,4,57.21
-20,-5,40.67
19,32,4.92
16,18,18.77
10,17,8.05
-14,9,0.89
-18,3,3.58
-9,13,122.94
21,24,3.13
-10,-7,2.67
8,15,8.05
-32,-2,63.93
20,21,1.78
-19,-7,0.89
-14,8,191.29
16,17,37.1
21,24,0.89
-18,-6,25.93
-5,7,4.46
15,21,1.79
8,22,1.79
18,19,1.34
-16,-2,124.72
-12,2,119.34
-21,-12,16.09
-10,-8,3.58
-1,12,1.79
2,12,4.02
-18,-3,0.89
-12,5,25.94
-12,-5,7.15
11,30,26.36
-24,9,81.36
11,31,17.88
-9,-4,1.78
-24,-12,180.12
11,13,4.92
-3,1,0.45
24,27,12.08
1,4,0.89
17,30,8.04
-16,-3,87.62
1,8,12.97
19,26,21.02
-23,10,39.78
9,22,156.92
-18,-8,8.05
21,22,0.89
-10,-9,4.02
3,6,2.23
-16,-1,4.92
11,22,21.01
12,16,0.89
-6,0,0.89
-18,-14,25.92
-30,8,23.69
-16,-4,3.13
10,11,0.89
21,24,35.76
-7,-4,1.79
-16,6,92.53
-4,20,20.12
-2,8,5.34
0,2,24.59
21,24,0.89
-20,-6,6.71
-33,0,6.26
-5,-2,0.89
1,3,9.84
-17,-4,27.27
20,24,6.26
15,30,8.94
-10,5,51.41
18,20,0.89
24,27,8.94
8,13,1.78
-17,6,199.38
16,20,8.5
21,30,1.79
-2,13,1.79
11,34,3.13
-2,3,0.89
3,15,3.13
5,19,65.73
-8,19,7.6
18,21,0.89
-21,-6,1.79
17,19,1.79
20,28,4.92
2,13,0.89
-4,6,0.45
-18,-1,113.54
-4,11,7.15
23,26,7.16
-12,-5,0.89
-15,-1,18.32
-9,-1,1.79
12,13,52.3
-10,-3,1.78
-19,9,194.02
8,21,39.35
-2,2,7.6
-3,5,450.6
-16,-12,0.89
0,8,0.89
-11,-7,41.13
2,15,3.58
14,22,3.13
7,20,18.33
18,30,26.84
16,19,14.76
-11,-1,1.79
14,23,0.89
-20,0,19.22
22,25,12.97
-19,5,20.12
16,20,0.89
1,2,8.05
-13,14,6.26
11,15,1.78
-15,1,23.7
-13,-4,7.16
13,18,16.54
-2,3,0.89
7,14,72.98
17,20,0.89
6,13,0.89
-6,-4,0.89
22,25,1.79
-6,30,20.11
-23,-13,93.43
8,13,1.79
1,4,0.89
23,25,9.82
16,18,2.68
-4,26,15.2
-28,-9,223.09
-9,28,3.13
-13,15,36.66
-13,-7,13.86
-19,-5,0.89
18,23,18.78
24,31,3.56
-8,12,4.47
-9,10,8.94
2,6,4.02
-12,0,2.68
-5,-3,0.89
-14,16,117.13
3,3,22.36
-23,-4,33.98
4,8,3.13
6,6,23.25
20,34,6.71
18,24,3.13
15,17,46.04
10,11,0.9
16,30,14.75
12,15,25.05
-5,-3,0.89
-1,5,1.79
-7,0,3.13
20,24,4.02
22,23,1.78
13,25,3.13
-17,-7,3.58
24,25,1.79
15,18,1.79
15,19,0.89
-9,-5,10.74
